dataset,domain,split,label,source_type,source_path,source_id,image_name,saved_path,saved_filename
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RWUE7X8NI.jpg,GAN|stylegan_fake|0RWUE7X8NI,0RWUE7X8NI.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RWUE7X8NI_001825.jpg,fake_stylegan_fake_0RWUE7X8NI_001825.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RWUXQOMZU.jpg,GAN|stylegan_fake|0RWUXQOMZU,0RWUXQOMZU.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RWUXQOMZU_001826.jpg,fake_stylegan_fake_0RWUXQOMZU_001826.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RX2CSCFGN.jpg,GAN|stylegan_fake|0RX2CSCFGN,0RX2CSCFGN.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RX2CSCFGN_001827.jpg,fake_stylegan_fake_0RX2CSCFGN_001827.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RXKVGIF8C.jpg,GAN|stylegan_fake|0RXKVGIF8C,0RXKVGIF8C.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RXKVGIF8C_001828.jpg,fake_stylegan_fake_0RXKVGIF8C_001828.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RXN6FZPG3.jpg,GAN|stylegan_fake|0RXN6FZPG3,0RXN6FZPG3.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RXN6FZPG3_001829.jpg,fake_stylegan_fake_0RXN6FZPG3_001829.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RY05SX0RI.jpg,GAN|stylegan_fake|0RY05SX0RI,0RY05SX0RI.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RY05SX0RI_001830.jpg,fake_stylegan_fake_0RY05SX0RI_001830.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RYDM4ZD9B.jpg,GAN|stylegan_fake|0RYDM4ZD9B,0RYDM4ZD9B.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RYDM4ZD9B_001831.jpg,fake_stylegan_fake_0RYDM4ZD9B_001831.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RYWA9JTQO.jpg,GAN|stylegan_fake|0RYWA9JTQO,0RYWA9JTQO.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RYWA9JTQO_001832.jpg,fake_stylegan_fake_0RYWA9JTQO_001832.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RZ1IPI25S.jpg,GAN|stylegan_fake|0RZ1IPI25S,0RZ1IPI25S.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RZ1IPI25S_001833.jpg,fake_stylegan_fake_0RZ1IPI25S_001833.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0RZ8XGECIU.jpg,GAN|stylegan_fake|0RZ8XGECIU,0RZ8XGECIU.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0RZ8XGECIU_001834.jpg,fake_stylegan_fake_0RZ8XGECIU_001834.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S020QZNBK.jpg,GAN|stylegan_fake|0S020QZNBK,0S020QZNBK.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S020QZNBK_001835.jpg,fake_stylegan_fake_0S020QZNBK_001835.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S1G01BE23.jpg,GAN|stylegan_fake|0S1G01BE23,0S1G01BE23.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S1G01BE23_001836.jpg,fake_stylegan_fake_0S1G01BE23_001836.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S1GOZCOE4.jpg,GAN|stylegan_fake|0S1GOZCOE4,0S1GOZCOE4.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S1GOZCOE4_001837.jpg,fake_stylegan_fake_0S1GOZCOE4_001837.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S2GEE5B7H.jpg,GAN|stylegan_fake|0S2GEE5B7H,0S2GEE5B7H.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S2GEE5B7H_001838.jpg,fake_stylegan_fake_0S2GEE5B7H_001838.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S2P8ZDC16.jpg,GAN|stylegan_fake|0S2P8ZDC16,0S2P8ZDC16.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S2P8ZDC16_001839.jpg,fake_stylegan_fake_0S2P8ZDC16_001839.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S3SO7L0WF.jpg,GAN|stylegan_fake|0S3SO7L0WF,0S3SO7L0WF.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S3SO7L0WF_001840.jpg,fake_stylegan_fake_0S3SO7L0WF_001840.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S3UZTXNEY.jpg,GAN|stylegan_fake|0S3UZTXNEY,0S3UZTXNEY.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S3UZTXNEY_001841.jpg,fake_stylegan_fake_0S3UZTXNEY_001841.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0s4EgIdzpJinzSEM1CUaNcvDKWrwG2oF.jpeg,GAN|stylegan_fake|0s4EgIdzpJinzSEM1CUaNcvDKWrwG2oF,0s4EgIdzpJinzSEM1CUaNcvDKWrwG2oF.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0s4EgIdzpJinzSEM1CUaNcvDKWrwG2oF_001842.jpg,fake_stylegan_fake_0s4EgIdzpJinzSEM1CUaNcvDKWrwG2oF_001842.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S4LXU5OH1.jpg,GAN|stylegan_fake|0S4LXU5OH1,0S4LXU5OH1.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S4LXU5OH1_001843.jpg,fake_stylegan_fake_0S4LXU5OH1_001843.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S5OUCYQVD.jpg,GAN|stylegan_fake|0S5OUCYQVD,0S5OUCYQVD.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S5OUCYQVD_001844.jpg,fake_stylegan_fake_0S5OUCYQVD_001844.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S5PMF8DM2.jpg,GAN|stylegan_fake|0S5PMF8DM2,0S5PMF8DM2.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S5PMF8DM2_001845.jpg,fake_stylegan_fake_0S5PMF8DM2_001845.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S60LGWKH3.jpg,GAN|stylegan_fake|0S60LGWKH3,0S60LGWKH3.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S60LGWKH3_001846.jpg,fake_stylegan_fake_0S60LGWKH3_001846.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S6KV90HLV.jpg,GAN|stylegan_fake|0S6KV90HLV,0S6KV90HLV.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S6KV90HLV_001847.jpg,fake_stylegan_fake_0S6KV90HLV_001847.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S6YH71ULK.jpg,GAN|stylegan_fake|0S6YH71ULK,0S6YH71ULK.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S6YH71ULK_001848.jpg,fake_stylegan_fake_0S6YH71ULK_001848.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S9ETS96MZ.jpg,GAN|stylegan_fake|0S9ETS96MZ,0S9ETS96MZ.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S9ETS96MZ_001849.jpg,fake_stylegan_fake_0S9ETS96MZ_001849.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S9J7IN5ZQ.jpg,GAN|stylegan_fake|0S9J7IN5ZQ,0S9J7IN5ZQ.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S9J7IN5ZQ_001850.jpg,fake_stylegan_fake_0S9J7IN5ZQ_001850.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0S9NNHOBY9.jpg,GAN|stylegan_fake|0S9NNHOBY9,0S9NNHOBY9.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0S9NNHOBY9_001851.jpg,fake_stylegan_fake_0S9NNHOBY9_001851.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SAIH2VCJN.jpg,GAN|stylegan_fake|0SAIH2VCJN,0SAIH2VCJN.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SAIH2VCJN_001852.jpg,fake_stylegan_fake_0SAIH2VCJN_001852.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SBNH475RL.jpg,GAN|stylegan_fake|0SBNH475RL,0SBNH475RL.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SBNH475RL_001853.jpg,fake_stylegan_fake_0SBNH475RL_001853.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SBURYOAYL.jpg,GAN|stylegan_fake|0SBURYOAYL,0SBURYOAYL.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SBURYOAYL_001854.jpg,fake_stylegan_fake_0SBURYOAYL_001854.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SC9QO7HV1.jpg,GAN|stylegan_fake|0SC9QO7HV1,0SC9QO7HV1.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SC9QO7HV1_001855.jpg,fake_stylegan_fake_0SC9QO7HV1_001855.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SCL8BN90T.jpg,GAN|stylegan_fake|0SCL8BN90T,0SCL8BN90T.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SCL8BN90T_001856.jpg,fake_stylegan_fake_0SCL8BN90T_001856.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SCLWV2H3M.jpg,GAN|stylegan_fake|0SCLWV2H3M,0SCLWV2H3M.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SCLWV2H3M_001857.jpg,fake_stylegan_fake_0SCLWV2H3M_001857.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SDDSJDHMG.jpg,GAN|stylegan_fake|0SDDSJDHMG,0SDDSJDHMG.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SDDSJDHMG_001858.jpg,fake_stylegan_fake_0SDDSJDHMG_001858.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SDKB9V8RW.jpg,GAN|stylegan_fake|0SDKB9V8RW,0SDKB9V8RW.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SDKB9V8RW_001859.jpg,fake_stylegan_fake_0SDKB9V8RW_001859.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SDKk6prn92Qevw2KKgj3Mx8VqNmODhV.jpeg,GAN|stylegan_fake|0SDKk6prn92Qevw2KKgj3Mx8VqNmODhV,0SDKk6prn92Qevw2KKgj3Mx8VqNmODhV.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SDKk6prn92Qevw2KKgj3Mx8VqNmODhV_001860.jpg,fake_stylegan_fake_0SDKk6prn92Qevw2KKgj3Mx8VqNmODhV_001860.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SDOOLSZ0N.jpg,GAN|stylegan_fake|0SDOOLSZ0N,0SDOOLSZ0N.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SDOOLSZ0N_001861.jpg,fake_stylegan_fake_0SDOOLSZ0N_001861.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SE474JXW4.jpg,GAN|stylegan_fake|0SE474JXW4,0SE474JXW4.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SE474JXW4_001862.jpg,fake_stylegan_fake_0SE474JXW4_001862.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0sExOYkWANWkgQ1FtcNq9o7kP8kkvxtc.jpeg,GAN|stylegan_fake|0sExOYkWANWkgQ1FtcNq9o7kP8kkvxtc,0sExOYkWANWkgQ1FtcNq9o7kP8kkvxtc.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0sExOYkWANWkgQ1FtcNq9o7kP8kkvxtc_001863.jpg,fake_stylegan_fake_0sExOYkWANWkgQ1FtcNq9o7kP8kkvxtc_001863.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SFICVQM52.jpg,GAN|stylegan_fake|0SFICVQM52,0SFICVQM52.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SFICVQM52_001864.jpg,fake_stylegan_fake_0SFICVQM52_001864.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SFNZ89FTE.jpg,GAN|stylegan_fake|0SFNZ89FTE,0SFNZ89FTE.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SFNZ89FTE_001865.jpg,fake_stylegan_fake_0SFNZ89FTE_001865.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SFYULVMGJ.jpg,GAN|stylegan_fake|0SFYULVMGJ,0SFYULVMGJ.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SFYULVMGJ_001866.jpg,fake_stylegan_fake_0SFYULVMGJ_001866.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SFZ3DMM74.jpg,GAN|stylegan_fake|0SFZ3DMM74,0SFZ3DMM74.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SFZ3DMM74_001867.jpg,fake_stylegan_fake_0SFZ3DMM74_001867.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SG1AFY28J.jpg,GAN|stylegan_fake|0SG1AFY28J,0SG1AFY28J.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SG1AFY28J_001868.jpg,fake_stylegan_fake_0SG1AFY28J_001868.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SGFL0F5D5.jpg,GAN|stylegan_fake|0SGFL0F5D5,0SGFL0F5D5.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SGFL0F5D5_001869.jpg,fake_stylegan_fake_0SGFL0F5D5_001869.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SH20MY3PE.jpg,GAN|stylegan_fake|0SH20MY3PE,0SH20MY3PE.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SH20MY3PE_001870.jpg,fake_stylegan_fake_0SH20MY3PE_001870.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SHZHOXMBR.jpg,GAN|stylegan_fake|0SHZHOXMBR,0SHZHOXMBR.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SHZHOXMBR_001871.jpg,fake_stylegan_fake_0SHZHOXMBR_001871.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SIA35T3LS.jpg,GAN|stylegan_fake|0SIA35T3LS,0SIA35T3LS.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SIA35T3LS_001872.jpg,fake_stylegan_fake_0SIA35T3LS_001872.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SIBA7OWPM.jpg,GAN|stylegan_fake|0SIBA7OWPM,0SIBA7OWPM.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SIBA7OWPM_001873.jpg,fake_stylegan_fake_0SIBA7OWPM_001873.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SIUKW7KGU.jpg,GAN|stylegan_fake|0SIUKW7KGU,0SIUKW7KGU.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SIUKW7KGU_001874.jpg,fake_stylegan_fake_0SIUKW7KGU_001874.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SIV996Y4X.jpg,GAN|stylegan_fake|0SIV996Y4X,0SIV996Y4X.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SIV996Y4X_001875.jpg,fake_stylegan_fake_0SIV996Y4X_001875.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SIVOIR0GQ.jpg,GAN|stylegan_fake|0SIVOIR0GQ,0SIVOIR0GQ.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SIVOIR0GQ_001876.jpg,fake_stylegan_fake_0SIVOIR0GQ_001876.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SjHZMYMss9FrXGHdKswYLhcBm1hFIAS.jpeg,GAN|stylegan_fake|0SjHZMYMss9FrXGHdKswYLhcBm1hFIAS,0SjHZMYMss9FrXGHdKswYLhcBm1hFIAS.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SjHZMYMss9FrXGHdKswYLhcBm1hFIAS_001877.jpg,fake_stylegan_fake_0SjHZMYMss9FrXGHdKswYLhcBm1hFIAS_001877.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SJTC8YWWA.jpg,GAN|stylegan_fake|0SJTC8YWWA,0SJTC8YWWA.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SJTC8YWWA_001878.jpg,fake_stylegan_fake_0SJTC8YWWA_001878.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SLC4NL4OI.jpg,GAN|stylegan_fake|0SLC4NL4OI,0SLC4NL4OI.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SLC4NL4OI_001879.jpg,fake_stylegan_fake_0SLC4NL4OI_001879.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0sM6QcO4FoIWwmmSlvdUfxdH0Gf1A8YQ.jpeg,GAN|stylegan_fake|0sM6QcO4FoIWwmmSlvdUfxdH0Gf1A8YQ,0sM6QcO4FoIWwmmSlvdUfxdH0Gf1A8YQ.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0sM6QcO4FoIWwmmSlvdUfxdH0Gf1A8YQ_001880.jpg,fake_stylegan_fake_0sM6QcO4FoIWwmmSlvdUfxdH0Gf1A8YQ_001880.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SMeAc6lVlhbDLh0IjjAdQkaFS7I3F5F.jpeg,GAN|stylegan_fake|0SMeAc6lVlhbDLh0IjjAdQkaFS7I3F5F,0SMeAc6lVlhbDLh0IjjAdQkaFS7I3F5F.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SMeAc6lVlhbDLh0IjjAdQkaFS7I3F5F_001881.jpg,fake_stylegan_fake_0SMeAc6lVlhbDLh0IjjAdQkaFS7I3F5F_001881.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SN50LNF9D.jpg,GAN|stylegan_fake|0SN50LNF9D,0SN50LNF9D.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SN50LNF9D_001882.jpg,fake_stylegan_fake_0SN50LNF9D_001882.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SNI46O3Y6.jpg,GAN|stylegan_fake|0SNI46O3Y6,0SNI46O3Y6.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SNI46O3Y6_001883.jpg,fake_stylegan_fake_0SNI46O3Y6_001883.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SNQX428EQ.jpg,GAN|stylegan_fake|0SNQX428EQ,0SNQX428EQ.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SNQX428EQ_001884.jpg,fake_stylegan_fake_0SNQX428EQ_001884.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SOD55BESI.jpg,GAN|stylegan_fake|0SOD55BESI,0SOD55BESI.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SOD55BESI_001885.jpg,fake_stylegan_fake_0SOD55BESI_001885.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SOJBA557P.jpg,GAN|stylegan_fake|0SOJBA557P,0SOJBA557P.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SOJBA557P_001886.jpg,fake_stylegan_fake_0SOJBA557P_001886.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SQCX3Y1CI.jpg,GAN|stylegan_fake|0SQCX3Y1CI,0SQCX3Y1CI.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SQCX3Y1CI_001887.jpg,fake_stylegan_fake_0SQCX3Y1CI_001887.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SQWLKFO98.jpg,GAN|stylegan_fake|0SQWLKFO98,0SQWLKFO98.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SQWLKFO98_001888.jpg,fake_stylegan_fake_0SQWLKFO98_001888.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SRAEMOBAY.jpg,GAN|stylegan_fake|0SRAEMOBAY,0SRAEMOBAY.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SRAEMOBAY_001889.jpg,fake_stylegan_fake_0SRAEMOBAY_001889.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SRJxF3pPwuRc266t4ICQGnw4q2ptbgT.jpeg,GAN|stylegan_fake|0SRJxF3pPwuRc266t4ICQGnw4q2ptbgT,0SRJxF3pPwuRc266t4ICQGnw4q2ptbgT.jpeg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SRJxF3pPwuRc266t4ICQGnw4q2ptbgT_001890.jpg,fake_stylegan_fake_0SRJxF3pPwuRc266t4ICQGnw4q2ptbgT_001890.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SRVIE1AE1.jpg,GAN|stylegan_fake|0SRVIE1AE1,0SRVIE1AE1.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SRVIE1AE1_001891.jpg,fake_stylegan_fake_0SRVIE1AE1_001891.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SSYA96VW4.jpg,GAN|stylegan_fake|0SSYA96VW4,0SSYA96VW4.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SSYA96VW4_001892.jpg,fake_stylegan_fake_0SSYA96VW4_001892.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0STS2TBPDR.jpg,GAN|stylegan_fake|0STS2TBPDR,0STS2TBPDR.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0STS2TBPDR_001893.jpg,fake_stylegan_fake_0STS2TBPDR_001893.jpg
GAN,stylegan_fake,train,fake,image,Datasets\Raw-datasets\GANFaces\StyleGAN\fake\0SUJVUM17N.jpg,GAN|stylegan_fake|0SUJVUM17N,0SUJVUM17N.jpg,outputs_methodx_final_1\processed\GANFaces_processed\train\fake\fake_stylegan_fake_0SUJVUM17N_001894.jpg,fake_stylegan_fake_0SUJVUM17N_001894.jpg
